job_title,job_description,location,experience_text,source,company,salary_text,salary_lpa,salary_source,exp_min,exp_max,exp_mid,exp_band,tier,text_for_nlp,skills_extracted,skill_count,salary_disclosed
Manager - Data Analytics,sql| business objects| business intelligence| application support| open source| remedy| consulting| change management| auditing| spss,Bengaluru,5 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,16.15,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,manager - data analytics sql| business objects| business intelligence| application support| open source| remedy| consulting| change management| auditing| spss,['SQL'],1,
Application Lead - Aws/big Data,big data| presales| data warehousing| data analytics| aws| rfp,Bengaluru,7 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,27.47,estimated,7,10,8.5,8+ yrs (Lead),Startup/Other,application lead - aws/big data big data| presales| data warehousing| data analytics| aws| rfp,"['Spark', 'AWS']",2,
BORN - Global Elite Partner Looks For Junior Business Analysts,requirement gathering|business analysis|business analyst|e - commerce,Bengaluru, 3 - 6 Years,naukri_30k,Unknown,Openings: 1,9.69,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,born - global elite partner looks for junior business analysts requirement gathering|business analysis|business analyst|e - commerce,[],0,
Lead Analyst - Data Science,sas| sql| data science| python| campaign management| technical| level| business intelligence| tools| supply chain| analytics| business objects| database| optimization| analytical| consulting| design| spss| powerpoint,Bengaluru,5 - 8 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,15.53,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,lead analyst - data science sas| sql| data science| python| campaign management| technical| level| business intelligence| tools| supply chain| analytics| business objects| database| optimization| analytical| consulting| design| spss| powerpoint,"['SAS', 'SQL', 'Python']",3,
Senior/principal Data Scientist - KPO,machine learning| data mining| big data| data science| python| data management| artificial intelligence,Bengaluru,5 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,16.07,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,senior/principal data scientist - kpo machine learning| data mining| big data| data science| python| data management| artificial intelligence,"['Machine Learning', 'Python', 'Spark']",3,
Big Data Engineer,sql| python| data structures| graphics| data analysis| qlikview| metadata| data conversion| scala| archiving,"Hyderabad,Bengaluru",2 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,10.63,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,big data engineer sql| python| data structures| graphics| data analysis| qlikview| metadata| data conversion| scala| archiving,"['Scala', 'SQL', 'Python', 'Spark']",4,
Business Analyst,business process| industry research| data analysis| interpersonal skills| business analyst| business analysis| test scenarios| visio| axure,"Bengaluru,Vadodara",1 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,6.89,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,business analyst business process| industry research| data analysis| interpersonal skills| business analyst| business analysis| test scenarios| visio| axure,[],0,
Sr Business Analyst,r| excel| sas| business analyst| analytical skills| web technologies| omniture| web analytics| verbal communication| sql| business analysis| ba,Bengaluru,2 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,11.2,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,sr business analyst r| excel| sas| business analyst| analytical skills| web technologies| omniture| web analytics| verbal communication| sql| business analysis| ba,"['SAS', 'Communication', 'R', 'SQL', 'Excel']",5,
ACN - Digital - Analytics - Customer and Channel Analytics - PRD-11,data analysis| consulting| sql| data management| web analytics| analytical| spss| fmcg| digital marketing| sdlc,Bengaluru,1 - 3 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,6.69,estimated,1,3,2.0,1-3 yrs (Junior),Startup/Other,acn - digital - analytics - customer and channel analytics - prd-11 data analysis| consulting| sql| data management| web analytics| analytical| spss| fmcg| digital marketing| sdlc,"['SQL', 'Git']",2,
Microsoft Advanced Analytics,technical architect|advanced analytics|machine learning|system software|outsourcing|technical architecture|business intelligence|microsoft|operations|sql,Bengaluru, 3 - 6 Years,naukri_30k,Unknown, Not Disclosed by Recruiter,11.79,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,microsoft advanced analytics technical architect|advanced analytics|machine learning|system software|outsourcing|technical architecture|business intelligence|microsoft|operations|sql,"['Machine Learning', 'SQL']",2,
Data Scientist/consultant - Machine Learning/statistical Modeling,data science| java| r| sas| scala| statistical modeling| phd| machine learning| python,Bengaluru,5 - 7 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,17.43,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,data scientist/consultant - machine learning/statistical modeling data science| java| r| sas| scala| statistical modeling| phd| machine learning| python,"['Machine Learning', 'SAS', 'Scala', 'Statistics', 'R', 'Python']",6,
Marketing Data Analyst,product management| marketing campaigns| digital marketing| data analyst| digital analytics| deep learning| r| sales| excel| data analysis| data modeling| consumer insights| python,Bengaluru,2 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,10.79,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,marketing data analyst product management| marketing campaigns| digital marketing| data analyst| digital analytics| deep learning| r| sales| excel| data analysis| data modeling| consumer insights| python,"['Machine Learning', 'Git', 'R', 'Data Modeling', 'Python', 'Excel']",6,
Data Analytics / Reporting/ Machine Learning,analytics reporting| r| data analytics| sas| operational risk| data visualization| machine learning| sql,Bengaluru,5 - 10 yrs,naukri_30k,Unknown," 13,00,000 - 20,00,000 PA. ",16.5,disclosed,5,10,7.5,5-8 yrs (Senior),Startup/Other,data analytics / reporting/ machine learning analytics reporting| r| data analytics| sas| operational risk| data visualization| machine learning| sql,"['Data Visualization', 'Machine Learning', 'SAS', 'R', 'SQL']",5,16.5
Data Engineer,sql| automation| data modeling| scrum| olap| manager quality control| computer science| machine learning| metadata| forecasting,Bengaluru,3 - 7 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,11.26,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,data engineer sql| automation| data modeling| scrum| olap| manager quality control| computer science| machine learning| metadata| forecasting,"['Data Modeling', 'Machine Learning', 'SQL', 'Agile']",4,
Research Scientist - Machine Learning Development,java| c++| r| data management| data mining| perl| data modeling| machine learning| matlab| python| scripting,Bengaluru,5 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,18.65,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,research scientist - machine learning development java| c++| r| data management| data mining| perl| data modeling| machine learning| matlab| python| scripting,"['Machine Learning', 'C++', 'R', 'Data Modeling', 'MATLAB', 'Python']",6,
Senior Devops Engineer - Key role in Machine Learning and AI Startup,python| chef| continuous delivery| openshift| devops| ansible| docker| jenkins| linux| continuous integration| aws| puppet,Bengaluru,5 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,17.06,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,senior devops engineer - key role in machine learning and ai startup python| chef| continuous delivery| openshift| devops| ansible| docker| jenkins| linux| continuous integration| aws| puppet,"['Machine Learning', 'Python', 'Docker', 'AWS']",4,
Data Engineer III,business intelligence| data analysis| data migration| monitoring| auditing| dbms| sql tuning| data quality| information management| data mapping,Bengaluru,2 - 6 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,11.5,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,data engineer iii business intelligence| data analysis| data migration| monitoring| auditing| dbms| sql tuning| data quality| information management| data mapping,['SQL'],1,
Big Data Engineer with Java & NodeJS,j2ee| unix| hibernate| python| performance tuning| coding| debugging| agile methodology| architectural design| big data,Bengaluru,4 - 9 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,13.46,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,big data engineer with java & nodejs j2ee| unix| hibernate| python| performance tuning| coding| debugging| agile methodology| architectural design| big data,"['Java', 'Python', 'Spark', 'Agile']",4,
Technical Lead- Analytics,c#| java| c++| algorithms| rdbms| aerospike| data structures| php| erlang| python,Bengaluru,6 - 10 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,16.74,estimated,6,10,8.0,5-8 yrs (Senior),Startup/Other,technical lead- analytics c#| java| c++| algorithms| rdbms| aerospike| data structures| php| erlang| python,"['C++', 'Python']",2,
"Analytics Lead, Manufacturing",operations| sql| intelligence| tuning| data| system architecture| consulting| machine learning| prognosis,Bengaluru,5 - 7 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,16.83,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,"analytics lead, manufacturing operations| sql| intelligence| tuning| data| system architecture| consulting| machine learning| prognosis","['Machine Learning', 'SQL']",2,
Consultant II/ Senior Consultant - Social Media Analytics - IIM/ IIT,wordpress| social media| web analytics| consultant| marketing analytics| seo| analytics,"Bengaluru,Gurgaon",2 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,9.81,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,consultant ii/ senior consultant - social media analytics - iim/ iit wordpress| social media| web analytics| consultant| marketing analytics| seo| analytics,[],0,
Application Developer - Hadoop/big Data Ecosystem,nosql| hadoop| cassandra| big data| mongodb| solution design| hbase| analytics| mapreduce| hbase,Bengaluru,5 - 7 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,16.61,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,application developer - hadoop/big data ecosystem nosql| hadoop| cassandra| big data| mongodb| solution design| hbase| analytics| mapreduce| hbase,"['SQL', 'MongoDB', 'NoSQL', 'Spark']",4,
Data Engineer Jobcode Swtind250118 24,sql| linux| mysql| development| email| views| software| testing| it| uvm| quality| analytics| cloud| backend| java| rdbms| machine learning| design| python,Bengaluru,2 - 7 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,9.83,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,data engineer jobcode swtind250118 24 sql| linux| mysql| development| email| views| software| testing| it| uvm| quality| analytics| cloud| backend| java| rdbms| machine learning| design| python,"['Machine Learning', 'SQL', 'Python']",3,
Lead Data Engineer,automation| application development| coding| infrastructure management| business process management| artificial intelligence| genetics| scala| lead business analyst| technical lead,Bengaluru,3 - 6 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,11.06,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,lead data engineer automation| application development| coding| infrastructure management| business process management| artificial intelligence| genetics| scala| lead business analyst| technical lead,['Scala'],1,
Big Data Software Engineering Director,big data| hadoop| spark,Bengaluru,10 - 19 yrs,naukri_30k,Unknown," 50,00,000 - 1 Cr & above PA. ",50.0,disclosed,10,19,14.5,8+ yrs (Lead),Startup/Other,big data software engineering director big data| hadoop| spark,['Spark'],1,50.0
Finance-data Analyst : 2-3 year : Bangalore: Flexible for Shift,variance analysis,Bengaluru,2 - 3 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,6.67,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,finance-data analyst : 2-3 year : bangalore: flexible for shift variance analysis,[],0,
Amazon is Hiring for Business Analyst Role,time series analysis|tableau|sas|marketing analytics|forecasting|business analysis|segmentation|statistical analysis|sql,Bengaluru, 2 - 3 Years,naukri_30k,Unknown,Openings: 1,7.66,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,amazon is hiring for business analyst role time series analysis|tableau|sas|marketing analytics|forecasting|business analysis|segmentation|statistical analysis|sql,"['Tableau', 'SQL', 'SAS', 'Statistics']",4,
AIM C10 SBS APAC BA & I Digital analytics,risk management| portfolio management| process design| risk analytics| analytical| credit cards| stakeholder management| macros| data warehousing,Bengaluru,4 - 6 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,9.73,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,aim c10 sbs apac ba & i digital analytics risk management| portfolio management| process design| risk analytics| analytical| credit cards| stakeholder management| macros| data warehousing,"['Communication', 'Git', 'Excel']",3,
Data Engineer,sql queries| statistical analysis| web technologies| script writing| hadoop| analytics,Bengaluru,6 - 9 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,15.68,estimated,6,9,7.5,5-8 yrs (Senior),Startup/Other,data engineer sql queries| statistical analysis| web technologies| script writing| hadoop| analytics,"['Spark', 'SQL', 'Statistics']",3,
Strategic Business Analyst I ( IIM & Iit's Only),credit card analytics| strategic planning| strategy| strategy development| statistical modelling| sas| predictive analytics| business analysis| corporate planning| corporate strategy| financial modelling| management consulting| business intelligence,Bengaluru,2 - 5 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,10.08,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,strategic business analyst i ( iim & iit's only) credit card analytics| strategic planning| strategy| strategy development| statistical modelling| sas| predictive analytics| business analysis| corporate planning| corporate strategy| financial modelling| management consulting| business intelligence,"['SAS', 'Statistics']",2,
Big Data Developer Parkar Consulting &amp; Labs,unix| computer science| sql queries| data analysis| email| consulting| shell scripting| educational qualification| monitoring| python,Bengaluru,5 - 9 yrs,naukri_30k,Unknown, Not Disclosed by Recruiter ,17.85,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,big data developer parkar consulting &amp; labs unix| computer science| sql queries| data analysis| email| consulting| shell scripting| educational qualification| monitoring| python,"['SQL', 'Python', 'Spark']",3,
